epoch,lr-AdamW,step,test_loss,test_mae,test_rmse,train_loss_epoch,train_loss_step,train_mae,val_loss,val_mae
,0.001,0,,,,,,,,
0,,49,,,,,0.0051079681143164635,,,
0,,99,,,,,0.0010770033113658428,,,
0,,149,,,,,0.002353747608140111,,,
0,,199,,,,,0.002552925143390894,,,
0,,249,,,,,0.0005298882606439292,,,
0,,299,,,,,4.5237171434564516e-05,,,
0,,349,,,,,0.0011576504912227392,,,
0,,399,,,,,0.00016868673264980316,,,
0,,449,,,,,0.004369859583675861,,,
0,,499,,,,,0.0016670492477715015,,,
0,,549,,,,,0.00023745976795908064,,,
0,,599,,,,,0.00010905943054240197,,,
0,,649,,,,,0.003262200625613332,,,
0,,699,,,,,0.00021461871801875532,,,
0,,749,,,,,0.0007481923094019294,,,
0,,799,,,,,7.073864981066436e-05,,,
0,,849,,,,,0.00020947448501829058,,,
0,,899,,,,,0.004135667346417904,,,
0,,949,,,,,0.0016032723942771554,,,
0,,999,,,,,0.0011706750374287367,,,
0,,1049,,,,,0.00027164502535015345,,,
0,,1099,,,,,0.009669207967817783,,,
0,,1149,,,,,0.0010519943898543715,,,
0,,1199,,,,,8.14762752270326e-05,,,
0,,1249,,,,,0.00012773845810443163,,,
0,,1299,,,,,2.4342991309822537e-05,,,
0,,1349,,,,,6.373572978191078e-05,,,
0,,1399,,,,,2.036619662248995e-05,,,
0,,1449,,,,,4.11990095017245e-06,,,
0,,1499,,,,,1.7429549188818783e-05,,,
0,,1549,,,,,0.0006686678389087319,,,
0,,1599,,,,,0.0013254837831482291,,,
0,,1649,,,,,0.11816228926181793,,,
0,,1699,,,,,0.0007919595809653401,,,
0,,1749,,,,,8.700633770786226e-05,,,
0,,1799,,,,,7.972716412041336e-05,,,
0,,1849,,,,,3.4013988624792546e-05,,,
0,,1899,,,,,6.70560184516944e-05,,,
0,,1949,,,,,0.0001491012517362833,,,
0,,1999,,,,,2.4141540052369237e-05,,,
0,,2049,,,,,0.00012897395936306566,,,
0,,2099,,,,,0.00044562557013705373,,,
0,,2149,,,,,0.0002687727683223784,,,
0,,2199,,,,,0.0005951228085905313,,,
0,,2249,,,,,9.786491864360869e-05,,,
0,,2299,,,,,0.0013786263298243284,,,
0,,2349,,,,,0.00010796680726343766,,,
0,,2399,,,,,0.00020760533516295254,,,
0,,2449,,,,,0.0013819090090692043,,,
0,,2499,,,,,0.00148404436185956,,,
0,,2549,,,,,2.742273500189185e-05,,,
0,,2599,,,,,0.0014370258431881666,,,
0,,2649,,,,,8.546633762307465e-05,,,
0,,2699,,,,,0.0159982368350029,,,
0,,2749,,,,,1.3379514712141827e-05,,,
0,,2799,,,,,5.355060238798615e-06,,,
0,,2849,,,,,0.00024627146194688976,,,
0,,2899,,,,,8.051462828007061e-06,,,
0,,2949,,,,,32.966060638427734,,,
0,,2999,,,,,3.1376126571558416e-05,,,
0,,3049,,,,,5.618371687887702e-06,,,
0,,3099,,,,,2.3485685574087256e-07,,,
0,,3149,,,,,0.10266029089689255,,,
0,,3199,,,,,4.4987267756368965e-05,,,
0,,3249,,,,,4.796450957655907e-05,,,
0,,3299,,,,,3.55426745954901e-05,,,
0,,3349,,,,,1.349212834611535e-05,,,
0,,3399,,,,,0.0009207627736032009,,,
0,,3449,,,,,8.246191782745882e-07,,,
0,,3499,,,,,8.227714715758339e-06,,,
0,,3549,,,,,1.729117866489105e-05,,,
0,,3599,,,,,0.022551221773028374,,,
0,,3649,,,,,0.11177627742290497,,,
0,,3699,,,,,0.002481072908267379,,,
0,,3749,,,,,1.6635927750030532e-05,,,
0,,3799,,,,,9.945080819306895e-06,,,
0,,3849,,,,,0.004845418501645327,,,
0,,3899,,,,,0.14670279622077942,,,
0,,3949,,,,,1.3631150977744255e-05,,,
0,,3999,,,,,8.975079981610179e-05,,,
0,,4049,,,,,0.0017333501018583775,,,
0,,4099,,,,,7.949963037390262e-05,,,
0,,4149,,,,,0.00010409051174065098,,,
0,,4199,,,,,1.484524727857206e-05,,,
0,,4249,,,,,4.5546395995188504e-05,,,
0,,4299,,,,,2.029934330494143e-05,,,
0,,4349,,,,,0.009612846188247204,,,
0,,4399,,,,,9.294176379626151e-06,,,
0,,4449,,,,,0.00016239885007962584,,,
0,,4499,,,,,0.00016033617430366576,,,
0,,4549,,,,,0.0034932326525449753,,,
0,,4599,,,,,5.637047070194967e-05,,,
0,,4649,,,,,0.00015411153435707092,,,
0,,4699,,,,,0.0010724865132942796,,,
0,,4749,,,,,0.010232402011752129,,,
0,,4799,,,,,0.7355563044548035,,,
0,,4799,,,,,,,0.3677118122577667,0.028380010277032852
0,,4799,,,,0.31169962882995605,,0.038414366543293,,
,0.001,4800,,,,,,,,
1,,4849,,,,,1.219155763010349e-07,,,
1,,4899,,,,,1.6825554212118732e-06,,,
1,,4949,,,,,0.007389983627945185,,,
1,,4999,,,,,0.007046710234135389,,,
1,,5049,,,,,0.0007595396600663662,,,
1,,5099,,,,,0.017838681116700172,,,
1,,5149,,,,,1.6484227671753615e-05,,,
1,,5199,,,,,0.3863793909549713,,,
1,,5249,,,,,0.0035929337609559298,,,
1,,5299,,,,,9.199880878441036e-06,,,
1,,5349,,,,,5.642233190883417e-06,,,
1,,5399,,,,,0.0013943809317424893,,,
1,,5449,,,,,1.2928020623803604e-05,,,
1,,5499,,,,,3.827663022093475e-06,,,
1,,5549,,,,,6.462710189225618e-06,,,
1,,5599,,,,,9.531478281132877e-05,,,
1,,5649,,,,,1.5239108506648336e-05,,,
1,,5699,,,,,2.1013120203861035e-05,,,
1,,5749,,,,,6.7359965214564e-06,,,
1,,5799,,,,,3.487032518023625e-05,,,
